Date De Création,Heure D'Opération (opération),Numéro (opération),Nom (activité),Nom (exposition),Date De Séance (seance),Heure De Début (seance),Nom,Code Postal,Ville,Pays,Numéro Du Billet,Type De Billet,Tarif,Pu Net Ttc,Quantité,État,Code-Barres Du Billet
14/03/2025,11:01,2025003009474,"VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",14/03/2025,11:15,772,75008,Paris,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02503140000013E+044"
17/11/2024,10:30,2024003009335,VA - TROPHÉE DE PAPIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,17/11/2024,10:30,773,75008,Paris,,2024000201000012,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,190.00,1.00,Valide,"2,02411170000011E+043"
17/11/2024,10:30,2024003009335,SUPPLEMENT SALLE GOUTER ANNIVERSAIRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,17/11/2024,12:30,773,75008,Paris,,2024000202000008,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE COMPLEMENT 1H,100.00,1.00,Valide,"2,02411170000011E+043"
15/01/2025,14:20,2025003002014,"VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX 11-18 ANS (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",15/01/2025,14:30,774,75011,Paris,France,"2,0255000407E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE CHAMP SOCIAL 1h30,95.00,1.00,Valide,"2,02501150000013E+044"
22/10/2025,10:38,2025011018884,PARCOURS TACTILE - LA MAIN À L'ŒUVRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,22/10/2025,10:00,775,51100,REIMS,France,"2,0255000208E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT PARCOURS HANDICAP 2h,60.00,1.00,Valide,"2,0251022000001E+044"
11/09/2025,10:31,2025003027352,VG - 1H30 - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",11/09/2025,11:00,776,75016,Paris,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250911000001E+044"
23/06/2025,12:17,2025002068768,VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR),1925-2025. CENT ANS D'ART DÉCO,06/11/2025,11:45,776,75016,Paris,France,"2,02550007010005E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0251106000001E+044"
07/05/2025,14:06,2025003015401,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,07/05/2025,14:30,777,75013,Paris,France,"2,0255000406E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE HANDICAP 1h30,45.00,1.00,Valide,"2,0250507000001E+044"
07/05/2025,14:06,2025003015401,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,07/05/2025,14:15,777,75013,Paris,France,"2,0255000406E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE HANDICAP 1h30,45.00,1.00,Valide,"2,0250507000001E+044"
18/03/2025,10:12,2025011007211,VG - 2H - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",18/03/2025,10:15,778,78160,Marly-le-Roi,France,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02503180000013E+044"
25/06/2025,10:17,2025002069159,"VL - PAUL POIRET, LA MODE EST UNE FÊTE (AVEC CONFERENCIER EXTERIEUR)","PAUL POIRET, LA MODE EST UNE FÊTE",16/07/2025,13:15,779,75005,Paris,France,"2,02550007010005E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0250716000001E+044"
10/06/2025,10:03,2025011011931,VA - UNE FLEUR POUR UN VASE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,10/06/2025,10:15,780,75014,Paris,France,"2,02550001010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ATELIER 2h -18 ANS,170.00,1.00,Valide,"2,0250610000001E+044"
19/01/2025,14:15,2025003002720,"VA - CHEVALIERS, REINES ET EMPEREURS",MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,19/01/2025,14:30,781,75013,Paris,France,"2,0255000201E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE 2h,190.00,1.00,Valide,"2,02501190000011E+044"
19/01/2025,14:15,2025003002720,SUPPLEMENT SALLE GOUTER ANNIVERSAIRE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,19/01/2025,16:30,781,75013,Paris,France,"2,0255000202E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT ANNIVERSAIRE COMPLEMENT 1H,100.00,1.00,Valide,"2,02501190000011E+044"
08/09/2025,11:08,2025002090399,VL - 1925-2025. CENT ANS D'ART DÉCO (AVEC CONFERENCIER EXTERIEUR),1925-2025. CENT ANS D'ART DÉCO,24/02/2026,11:45,782,76590,Saint-Crespin,France,"2,02550007010007E+016","Forfait (0 place, 0 visiteur)",Plein - DROIT DE RESERVATION GUIDE CONFÉRENCIER,35.00,1.00,Valide,"2,0260224000001E+044"
20/11/2025,12:20,2025011022949,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",20/11/2025,12:30,783,,,,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,0251120000001E+044"
06/11/2025,16:15,2025003035355,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",06/11/2025,16:30,783,,,,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,0251106000001E+044"
13/03/2025,14:53,2025010011276,"VG - 2H - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX 11-18 ANS (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",13/03/2025,15:00,783,,,,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02503130000013E+044"
13/03/2025,10:25,2025010011121,"VG - 2H - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX 11-18 ANS (archive)","L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX",13/03/2025,10:30,783,,,,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02503130000013E+044"
23/01/2025,14:23,2025003003328,VG - 2H - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",23/01/2025,14:30,783,,,,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02501230000013E+044"
23/01/2025,09:51,2025010003566,VG - 2H - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",23/01/2025,10:00,783,,,,"2,0255000501E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,150.00,1.00,Valide,"2,02501230000013E+044"
10/04/2025,17:46,2025010014924,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",10/04/2025,18:00,784,75012,Paris,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250410000001E+044"
06/02/2025,18:12,2025011002881,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",06/02/2025,19:00,785,92100,Boulogne-Billancourt,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02502060000013E+044"
06/02/2025,18:12,2025011002881,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",06/02/2025,18:45,785,92100,Boulogne-Billancourt,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02502060000013E+044"
26/11/2025,14:34,2025011024129,VG - 1H30 - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,26/11/2025,14:30,786,84000,Avignon,France,"2,02550004030003E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0251126000001E+044"
27/11/2024,10:34,2024011005628,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",27/11/2024,10:30,786,84000,Avignon,France,"2,02450004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02411270000013E+044"
28/11/2025,10:03,2025010044529,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",28/11/2025,10:30,787,60500,CHANTILLY,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,175.00,1.00,Valide,"2,0251128000001E+044"
17/10/2025,10:17,2025003031364,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",17/10/2025,10:15,787,60500,CHANTILLY,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,175.00,1.00,Valide,"2,0251017000001E+044"
02/12/2025,10:59,2025011025034,VG - 2H - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",02/12/2025,11:00,788,78100,Saint-Germain-en-Laye,France,"2,02550005010001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 2h,175.00,1.00,Valide,"2,0251202000001E+044"
17/09/2024,12:00,2024010000064,VG - 1H30 - LA NAISSANCE DES GRANDS MAGASINS (archive),LA NAISSANCE DES GRANDS MAGASINS,17/09/2024,10:00,788,78100,Saint-Germain-en-Laye,France,2024000403000001,"Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02409170000013E+043"
14/11/2025,15:29,2025003036768,VG - 1H30 - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,14/11/2025,12:30,789,75001,Paris,France,"2,02550004030003E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0251114000001E+044"
13/11/2025,10:34,2025011021646,VG - 1H30 - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",13/11/2025,10:45,789,75001,Paris,France,"2,02550004030003E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0251113000001E+044"
04/09/2025,16:13,2025010028877,VG - 1H30 - L'AVENTURE DU DESIGN : XXe et XXIe siècles,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,04/09/2025,11:00,790,75001,Paris,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0250904000001E+044"
17/10/2025,10:05,2025010034766,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,17/10/2025,10:00,791,75014,PARIS,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0251017000001E+044"
24/09/2025,14:03,2025010031348,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,24/09/2025,14:30,791,75014,PARIS,France,"2,02550004040001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,0250924000001E+044"
24/09/2025,14:03,2025010031348,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,24/09/2025,14:15,791,75014,PARIS,France,"2,02550004040001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,0250924000001E+044"
24/09/2025,14:03,2025010031348,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,24/09/2025,14:00,791,75014,PARIS,France,"2,02550004040001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ENSEIGNEMENT SUP 1h30,105.00,1.00,Valide,"2,0250924000001E+044"
24/10/2025,12:06,2025003032554,VG - 1H30 - PAUL POIRET,"PAUL POIRET, LA MODE EST UNE FÊTE",24/10/2025,12:00,792,75001,Paris,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0251024000001E+044"
11/03/2025,14:44,2025003009154,VG - 1H30 - CHRISTOFLE (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",11/03/2025,15:00,792,75001,Paris,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02503110000013E+044"
06/02/2025,18:16,2025011002884,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,06/02/2025,10:00,792,75001,Paris,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02502060000013E+044"
06/02/2025,18:15,2025011002883,VG - 1H30 - MON OURS EN PELUCHE (archive),MON OURS EN PELUCHE,06/02/2025,18:30,792,75001,Paris,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02502060000013E+044"
23/10/2025,12:35,2025003032307,VG - 1H30 - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,23/10/2025,12:00,793,,,,"2,0255000409E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE LETR 1h30,180.00,1.00,Valide,"2,0251023000001E+044"
22/10/2025,15:38,2025003032195,VG - 1H30 - 1925-2025. CENT ANS D'ART DECO,1925-2025. CENT ANS D'ART DÉCO,22/10/2025,15:30,793,,,,"2,0255000409E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE LETR 1h30,180.00,1.00,Valide,"2,0251022000001E+044"
30/09/2025,17:09,2025004000009,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,16/09/2025,16:00,794,75001,Paris,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,160.00,1.00,Valide,"2,0250916000001E+044"
24/06/2025,14:58,2025003018382,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,24/06/2025,15:00,794,75001,Paris,France,"2,02550004030002E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,0250624000001E+044"
11/03/2025,15:43,2025011006428,VG - 1h30 - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,11/03/2025,16:00,794,75001,Paris,France,"2,02550004030001E+016","Forfait (0 place, 0 visiteur)",Plein - FORFAIT VISITE GUIDEE ADULTE 1h30,130.00,1.00,Valide,"2,02503110000013E+044"
17/10/2025,10:34,2025003031365,VG - 1H30 - VIVE L'ART NOUVEAU,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,17/10/2025,10:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,0251017000001E+044"
09/09/2025,16:18,2025010029369,VG - 1H30 - A LA DECOUVERTE DES METIERS D'ART,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,09/09/2025,16:15,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,0250909000001E+044"
28/03/2025,09:57,2025010013406,VG - ADMA METAL,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:57,2025010013406,VA - À LA BELLE FOURCHETTE ! (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",28/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:57,2025003011396,VG - ADMA TEXTILE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:57,2025003011396,VA - TISSAGE PAS TRÈS SAGE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025010013405,VG - ADMA CUIR,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025010013405,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025010013405,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,11:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025003011395,VG - ADMA METAL,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,09:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025003011395,VA - À LA BELLE FOURCHETTE ! (archive),"CHRISTOFLE, UNE BRILLANTE HISTOIRE",28/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025010013404,VG - ADMA TEXTILE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:56,2025010013404,VA - TISSAGE PAS TRÈS SAGE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:55,2025010013403,VG - ADMA CUIR,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,09:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:55,2025010013403,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:55,2025010013403,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,10:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:54,2025003011394,VG - ADMA TEXTILE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,09:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:54,2025003011394,VA - TISSAGE PAS TRÈS SAGE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:54,2025010013402,VG - ADMA TEXTILE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,09:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
28/03/2025,09:54,2025010013402,VA - TISSAGE PAS TRÈS SAGE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,28/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503280000013E+044"
27/03/2025,10:33,2025011008244,VG - ADMA PARFUM,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025011008244,VA - ADMA - PACKAGING,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025011008244,VA - ADMA - PACKAGING,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025003011227,VG - ADMA CUIR,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025003011227,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025003011227,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,11:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025011008243,VG - ADMA TEXTILE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,11:00,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:33,2025011008243,VA - TISSAGE PAS TRÈS SAGE,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,14:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:32,2025003011226,VG - ADMA PARFUM,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,09:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:32,2025003011226,VA - ADMA - PACKAGING,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:32,2025003011226,VA - ADMA - PACKAGING,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:31,2025011008242,VG - ADMA CUIR,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,09:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:31,2025011008242,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,12:45,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
27/03/2025,10:31,2025011008242,APA - ADMA - DEMONSTRATION BOTTIER,MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS,27/03/2025,10:30,795,75001,Paris,France,"2,02550008010001E+016","Forfait (0 place, 0 visiteur)",Gratuit - FORFAIT PROJET,0.00,1.00,Valide,"2,02503270000013E+044"
